,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,41116.25740491609,10060.778557518352,30514.578754106595,3559.5901492078538,0.0,302.8970151508422
1,37591.07361469033,14025.67058907025,19192.11465868777,0.0,0.0,155.62184327252456
2,29564.722384119985,15269.735171692133,13744.539186842525,3108.61822934238,0.0,438.72369167329873
3,36671.267006533235,14467.612788421262,16545.127327742965,384.2852905132504,0.0,662.2923451150509
4,41179.59774081547,5984.625000419728,18941.275323765887,323.5612537875711,0.0,397.61828536555646
5,45185.09545775769,6838.4802194139265,24639.65399431262,3890.720846333298,0.0,0.0
6,42315.79629386478,3341.5154975289697,26952.805294752583,3377.5788883444375,0.0,0.0
7,32474.5005819327,3916.6953607013056,24260.999458905768,875.8008261053551,0.0,0.0
8,13650.584557687209,4398.9880808962625,27717.782591403935,401.12310403975175,0.0,2049.3676940616106
9,21590.82790097604,0.0,22025.90549581414,5429.528823438175,0.0,285.5933775735882
10,48638.77902105597,5012.291375290806,13030.249896120036,287.40223757176614,0.0,0.0
11,39919.09677574044,9787.159620306898,16705.802738346094,3875.302012378049,0.0,0.0
12,32310.78225616482,10608.024542426858,13819.193001991433,3176.8875297942323,0.0,0.0
13,38445.344072410306,8139.037448335119,23484.901218943367,1793.6650947721669,0.0,0.0
14,29977.12645202518,3817.730814313836,33173.069344268864,3104.7937310540206,0.0,0.0
15,44671.52026318946,3730.9584239837786,24501.53567831734,4045.5338587025763,0.0,0.0
16,54345.80332735408,4859.995417911192,18358.374201511615,4285.732062307903,0.0,677.6442217660558
17,53949.48597318173,4326.0577906156395,16102.470685684948,310.2956230433897,0.0,0.0
18,47218.37602311479,17012.077272663493,10419.659786415918,4193.6766559700845,0.0,0.0
19,55786.77491696594,15817.83297008159,5356.8726888232,0.0,0.0,462.3622103517013
20,51995.89942196828,3632.7926684589784,14516.883570356253,4043.437394043136,0.0,0.0
21,54120.32472677527,9096.322207112342,11409.623838602602,0.0,0.0,904.4812999654705
22,65747.89789145664,11595.274640501446,5654.293049784805,0.0,0.0,649.6820738493439
23,70151.71834315642,8015.414191227905,12742.065810258393,329.3440437901031,0.0,1226.0846769915138
24,75715.93975729175,8804.42834858811,16946.67830650879,240.4816795699221,0.0,1998.4579979182947
25,82590.27782852777,6582.195449607831,8040.098136679973,639.5941956756997,0.0,1234.6109150229495
26,61068.66997948761,7207.640036825107,9465.098427885889,537.4643632426964,0.0,0.0
27,65813.7574986623,10167.723749186183,7734.541724885397,812.0785542665835,0.0,41.097947673750085
28,66293.96584181287,10234.012833787083,3478.662660560136,299.01621860348905,0.0,0.0
29,51052.53503677252,10452.89209696225,657.2927936693154,524.930167976356,0.0,1106.4412708974303
30,39323.86314488731,7893.631943315795,17768.85165867588,386.2687262659076,0.0,0.0
31,58445.42702661076,14036.82848924058,26711.61082345876,1091.042204911689,573.4627998347754,0.0
32,62003.48366778991,14211.32070763865,26114.751032600467,1775.504534813402,548.7902715127183,1358.8991037591384
33,61022.58861962028,14160.609575487097,27325.753640514653,2187.6578205055303,950.6277500406758,2398.460189172202
34,65982.75290253514,11584.975228593652,32780.08195890417,1976.7120452176227,1025.4946168166223,3068.7123165213447
35,58406.445574698584,15627.258439810174,23448.63988512168,615.3099984622581,697.4915954579627,2791.1303052324142
36,43949.095108754285,0.0,25841.090892761484,811.7339788162594,692.2485590453416,2313.0137227586397
37,55144.029115257,6710.693034478591,25119.465595278867,2444.03861147508,537.6599488525494,4608.855428968298
38,68868.53496152199,11055.362060967904,30326.348067502906,2672.2144186396526,1036.9381250559384,2790.723357933007
39,66104.05763745995,14008.342774330753,27555.967064874152,1243.4062469188048,925.4194665961415,3350.206359200289
40,64658.85988473489,20285.613336811966,25351.440064081784,1272.2131467860975,877.3615568945941,3780.7510651794155
41,52975.91160211875,13075.309673184345,24480.86014179333,163.32124466831806,1388.6512819135069,2721.7744117417897
42,55114.03140746895,11126.289023368765,17859.33245956996,0.0,749.578806542509,1812.814714336629
43,70388.60136040753,8608.256699548618,22831.21820359966,0.0,1097.7474382949486,1936.9404746507603
44,64747.426511100755,16165.946716082968,20172.43489140961,1506.7648031197946,963.365413858741,1896.4401642282942
45,66772.63879001146,18347.900737278127,21938.038218094818,2184.7290830578377,1377.1118694491106,2176.044481199491
46,75144.00980244734,19995.90258989556,20123.004484517016,3118.814772477978,1163.8663363347687,3066.5265323888507
47,63257.27864381689,8018.642353695897,24546.650231366744,140.40449896958603,1197.851757302263,3162.504874910592
48,58694.13488306031,8321.614258819967,19842.143920627637,0.0,1011.241624697329,1959.2602518882431
49,68691.27627666472,18113.328880440604,29269.939000632323,2006.0837679967744,1046.4983495051497,2341.4180230976485
50,50529.523440435805,8046.426378403785,24818.593526067914,1910.3657507501323,1193.3863393618815,1023.3761598729134
51,52354.29909930097,5114.339097698799,25749.461894087643,1002.7256473707141,856.8489173492948,118.88429002184623
52,54630.96264060773,21150.797911276713,27396.878614053356,1504.9933014715589,1044.031334977125,2646.805112904832
53,9350.404936193121,11758.130052949591,19236.95162346305,0.0,580.9230816579526,2836.460579748778
54,56290.01195321733,16545.207934592254,19580.594050918502,0.0,629.9149637487069,727.2095301598241
55,54920.12290455673,17532.288618042316,20552.442156279838,0.0,758.8494064060204,2824.1943235173794
56,67004.29291495442,17464.847379923296,20061.314957196082,0.0,1076.2693996718117,0.0
57,69174.12857497098,15081.906390252854,20272.105037868845,0.0,705.2826598796445,685.972890907415
58,52718.95074565262,16673.411667516237,14706.423449564014,631.3531900881344,666.875449787922,0.0
59,42776.43129873683,19774.76898530178,25917.118529111023,0.0,0.0,2964.67544944273
60,37965.07624306816,18721.768968703414,28336.056537641496,0.0,0.0,2928.6392078460963
61,37218.208234838516,12586.54901218864,36097.216321797474,0.0,0.0,2227.4282876801913
62,41325.192808883105,17246.48447415057,19630.330111413277,0.0,0.0,2455.1847774230455
63,47468.73921340677,18751.191453156207,33455.24837822018,0.0,0.0,2074.7199432457037
64,24846.45880257303,11761.28158196275,28381.331588936097,0.0,0.0,3797.299745511048
65,24072.970526087836,25537.867098089722,32330.24647194021,0.0,0.0,3219.6612980146665
66,41196.24372590882,24080.388228592987,29695.40482503723,0.0,0.0,2842.5605850893976
67,32460.169517373142,19492.92249165386,30714.086670211538,0.0,0.0,1790.7543592329457
68,51710.98626690118,24530.471431153368,18171.884306971213,0.0,0.0,1986.831238671227
69,51106.3943486369,31630.28748900607,30145.184318404143,0.0,0.0,3312.0774688069923
70,51357.85152967139,34577.95272508498,17188.52439138383,0.0,0.0,2558.6765780386168
71,37728.694087525975,18964.068000540556,19407.238584218077,0.0,0.0,4094.624341084551
72,50872.40289740209,19364.894976782874,17061.07415465925,0.0,0.0,5135.330066056902
73,68722.3561257663,21061.813424296575,27327.54680952982,0.0,0.0,4752.857414965262
74,77448.84255886324,15291.146665338685,30254.31873489621,0.0,0.0,2978.135821946489
75,80427.32806124249,15458.648571585005,36419.209576325324,0.0,0.0,5255.892185890392
76,51041.21809479092,16697.574172342058,23649.44832840052,0.0,0.0,3556.8163141807186
77,58021.49047756408,6812.052483690004,36398.07811162204,0.0,161.28052196278875,4442.171409867118
78,45027.285417433355,14097.562494942209,34440.565133800366,0.0,84.70868545484541,5189.228209330733
79,37774.92221766655,14736.809667710108,17418.86416353868,0.0,0.0,4703.753562846403
80,44670.27579980252,19079.039176984472,31540.615663560766,0.0,0.0,2525.097949167413
81,41341.75543463716,31900.899542114654,19438.360385207445,0.0,0.0,920.2235328438567
82,38292.711379721135,36299.65763075483,35641.31416543716,0.0,0.0,2487.8088025329107
83,33628.59750923503,32547.022163875434,24254.604501520455,0.0,0.0,1699.987672328249
84,33975.69471712025,23120.901347234045,11220.397332835126,0.0,0.0,0.0
85,27352.35403245219,12615.106298039042,11363.215974717123,0.0,0.0,3846.7759405916117
86,27182.85859921363,5947.6313979795505,1791.0244997951859,0.0,0.0,5688.364630818171
87,45980.219615228016,18456.360874662278,14224.933411351303,976.7502425551834,0.0,2300.476735436944
88,51625.674606212066,11841.03355021314,18051.00010919034,0.0,0.0,4242.426021802311
89,62957.9151822256,18494.98483503823,13732.333614968835,19.62667236805231,0.0,3053.453242355943
90,39978.15822797262,23742.313771593814,13993.823223876032,4624.228681991775,637.5369898767062,0.0
91,20184.883704672884,16814.916446610125,15596.761981377644,0.0,25.881334935395586,0.0
92,23007.833561590087,16655.58681721978,0.0,0.0,650.0348717803366,1186.5980721576489
93,36530.37871537049,19654.31043021364,5558.414067398134,0.0,729.3624347357426,946.8588723434802
94,45704.42342693737,26494.450033604884,0.0,0.0,0.0,0.0
95,40877.1574588262,28944.22373506063,0.0,3891.105939221251,715.8668610404941,0.0
96,40197.855829556574,26479.983566576382,19133.201051207565,3433.8724011278323,0.0,0.0
97,62076.630627131395,28123.556996700227,17443.768179087514,3693.531030063703,1049.4192065632462,0.0
98,44732.79996655932,24973.307834635794,21255.998266104267,4716.68103701304,376.3240813848008,0.0
99,24192.991819582887,25329.280325981308,0.0,0.0,1116.0511839986916,0.0
100,33562.50598414389,23340.970934494093,16132.732377325447,0.0,0.0,328.23159858884657
101,57251.26689737789,25687.631588698772,14730.216175854064,3550.5108858941685,1089.1146778309212,0.0
102,62370.5722200671,20249.362202818542,15424.36639948759,3505.689941206296,982.1429158991498,0.0
103,29612.375049953374,26007.681022853987,16092.995131834885,3344.357136752361,0.0,0.0
104,24526.573112668313,29467.468721494573,19950.60141304214,0.0,475.52537630977076,0.0
105,34248.22647750436,23804.5325157568,18646.500971808753,0.0,109.25787467279741,0.0
106,31372.95495797502,24683.49818970327,19044.59424851682,3148.4533861259342,0.0,0.0
107,17254.48080371581,23125.82077638797,14559.610594146925,0.0,0.0,0.0
108,36963.04298379921,27978.097818519956,17760.367834174318,3791.9849768296963,0.0,0.0
109,33909.54865210243,35802.266255097464,17125.739594006485,3489.026934141315,0.0,0.0
110,27096.353574305373,37353.97278016311,17452.366122057447,3202.456667644577,543.5302657311554,279.23957314489934
111,30915.987912752607,34438.25401051603,17046.961067020722,3363.2159255568217,267.2818045803146,0.0
112,39531.905801902656,29391.448222621846,17611.45766764776,4135.885062375023,786.9659948451364,0.0
113,43568.67218209274,17651.397826869885,18041.764598553586,4651.821603875585,1132.3831000383461,0.0
114,31710.321932366525,19158.313937253868,13622.3112375054,4880.0552399806775,643.0734668095533,0.0
115,25659.18108051746,31831.999742644948,0.0,3868.4840757402553,378.98675494291905,0.0
116,23430.870871629006,44082.89473872799,0.0,4254.1031505572055,121.21041146269795,218.79169009229247
117,24639.7977645816,31970.63057855449,495.7418068950856,3134.7001379008716,827.2460647344078,0.0
118,24244.101568113263,31000.76674033865,11873.336107442903,3553.083855703954,404.4929411727545,0.0
119,42497.131414590265,33784.59244483619,14690.344889257594,4333.45019062619,0.0,0.0
120,0.0,26786.994570012415,16291.526962030797,4745.826222080224,0.0,0.0
121,18638.28900279563,25371.69350434038,0.0,6294.733131923324,70.47233648955206,0.0
122,8365.176493138646,30918.620497834047,0.0,4577.871630221187,167.26770810650774,0.0
123,13897.32896165064,32332.87717081714,0.0,2929.5862535957494,99.75260790832058,0.0
124,32843.64010513634,31602.048641632173,0.0,7105.115204118208,0.0,0.0
125,56642.420817721395,43288.71525390482,0.0,4336.117622828321,334.5556894866259,3474.0100839893194
126,43308.37451456795,21943.563797120718,19356.738080206273,6216.609373798073,363.94804847037614,503.41257707636566
127,33793.57967882398,17910.589873289045,16774.703706285756,5310.603677112975,1036.620797322693,0.0
128,59927.03143268791,18779.718886422568,15263.144914826782,3800.4854240888826,1048.5415587810605,2290.9841229927415
129,75818.66728331597,21466.146910252864,15429.168950752408,8582.531627529062,0.0,1894.4169445592324
130,64514.39958033683,22693.28521610958,11587.993904553814,4523.754903381397,0.0,2729.9569982489106
131,33742.28526247704,43925.592027949686,0.0,6485.432345075347,1064.399588708105,103.40761330620722
132,31432.963247380365,39684.029247919374,16420.722475800918,1530.2994141512593,0.0,2349.9934597628608
133,38605.73991383925,37114.928694318034,17510.14621891033,3335.903589533669,0.0,725.0397452791383
134,47055.9886163461,32457.215222712162,16784.46710234825,3321.870923560169,0.0,889.2500595590247
135,66000.74727123804,47798.78719642868,0.0,0.0,1138.6560093791452,0.0
136,48740.631419507146,35301.469988668396,18165.018621053416,7522.6566969366995,0.0,1755.3049603515165
137,44174.77164420666,33749.44641993403,14844.22585160006,7334.528041667894,0.0,496.29703002065946
138,70696.68936455237,36563.65939073806,12591.52873883505,7831.432720117538,0.0,571.2969076636158
139,48211.79909895682,25979.6949173888,1879.8940250114474,5478.546723563126,693.2868820157803,299.36481005463196
140,60977.57763708112,14913.34006266416,1508.407198545774,3260.3769990716673,1513.3272353062598,2706.615416160521
141,71785.10741777865,16292.248647972247,0.0,2171.1989572843145,0.0,4968.020425323775
142,70455.11180803472,11022.495664245627,0.0,1435.7452776310092,1311.8613176757194,2677.9809027809088
143,59934.789403282004,26897.89740649442,0.0,3601.110829410265,1560.2041543314667,1043.7515712219242
144,68270.43313275179,22107.560307274325,0.0,3975.753338853733,570.5114331180026,1651.895440250145
145,60185.98257199039,29423.433303904534,0.0,3346.5879402628952,1001.9713444005688,3062.543613238764
146,72734.2860372935,22268.733913202297,14365.62839327083,4302.362733644746,943.2144657718648,1991.539312588292
147,83942.31995229525,38422.2700756517,0.0,7368.282536051174,0.0,3772.364997421917
148,69870.21448042593,27460.146994229224,13251.77161310222,4194.7271222665695,805.7448315484589,2843.651191198419
149,76837.53271256477,23346.011593364423,9417.704704406344,3213.250602009717,0.0,323.7686865399921
150,67161.50371372161,24926.57685392006,15501.25440288646,7298.045191103435,1022.1742036107207,7664.799358329632
151,68016.35128203427,37178.45003235618,16733.767074358955,4782.088032779531,1368.6286536643956,2065.4459317233577
152,61959.407437446294,36104.55477970174,17969.757256519908,4045.850879794321,0.0,0.0
153,81786.38469178049,33510.072643012376,17423.487635476107,4295.06045852225,1048.008432253715,0.0
154,85456.72509678127,35812.88904788661,12223.044677051075,3311.090442972677,1747.0675155459453,874.1860772209002
155,91676.61420236767,27827.041086259083,13923.272095579214,3806.020204768395,0.0,0.0
156,96058.73304170443,25462.091204936904,11545.489499829644,5247.41831923471,1712.0127567067798,0.0
157,72543.58588850807,23525.418059432042,16533.10498896755,4767.113833877793,167.08894466185018,274.3366164102009
158,70659.40237112487,30283.73426983895,10260.71350350706,4517.749510635664,839.5906556571636,744.5053762974395
159,91705.550143364,28803.195025347806,16051.927232149681,1904.4097372521912,1004.0414359768711,0.0
160,86388.407765977,36528.31746896956,18182.229174068107,4652.0935890907085,0.0,0.0
161,73566.76589416615,32646.9077838728,17169.624998582807,2268.6536172939295,0.0,0.0
162,99550.40910407205,35745.913409304245,19758.422945377904,1486.770651880839,0.0,36.92663982003674
163,94482.92258022312,29541.084915241074,17892.552529749802,3195.6063395871447,1271.987332165776,0.0
164,109202.95582013603,34016.69501320878,16003.251034379067,2268.5688526552412,1304.1289549613848,246.8493181893105
165,99505.49476873317,26750.7040649169,16917.01424842027,2672.555565753858,977.06899457207,0.0
166,91061.04633364046,28687.20221932179,17031.416976075376,3603.993019214609,933.5013316580685,0.0
167,81388.95402910747,23032.427833787813,10839.36369484405,3087.237597847936,0.0,0.0
168,82908.98267345458,21894.879229941995,15328.941057554493,4540.023914408944,0.0,0.0
169,94027.05021202112,21531.85395024868,16749.237367610458,4502.51498902252,0.0,0.0
170,91749.00049635649,22282.436980958006,15688.444491563423,5051.954403718006,1231.3914765175953,0.0
171,97768.19787043492,22735.535916405235,15955.996848564973,3837.988084359507,0.0,1178.742342852631
172,97955.64578362716,25343.569499197256,14780.620761267228,3848.8162828658424,1086.7065612653062,0.0
173,85315.92553885203,29492.494600935766,12396.032193495543,4020.3122153873437,1244.4329511830947,0.0
174,79665.47282270277,14038.259436290698,12521.478876047964,4706.681713437392,1032.6606730774881,0.0
175,82133.51426740242,13358.205825255143,13521.606057585386,5984.646417609765,1385.1854462871606,0.0
176,88611.49560212111,12580.104910103877,12134.08999320784,3055.5247352553024,0.0,0.0
177,93780.756823643,19209.148415687763,20016.52343803981,4200.242070948567,0.0,0.0
178,94840.11542175144,17276.22984820712,13814.0959384233,3433.0514022397065,0.0,0.0
179,87903.77362922623,17050.466495566834,17245.738241512758,3023.115219587261,1351.359031127561,0.0
180,80844.49925109473,15590.16822487116,13544.803096991867,3063.9333217713797,0.0,123.44256460868942
181,95689.43115737557,20528.698475379162,13120.459605435244,5607.4894193868095,0.0,64.62554381322319
182,95343.68427640293,22891.625281853612,11541.18513216386,6507.7385840038805,0.0,0.0
183,99041.34279335287,17220.38144533306,14956.716100973383,8467.374575289012,0.0,0.0
184,90526.9109700771,19341.95136423104,14939.991334926985,5151.202826153365,0.0,0.0
185,70224.14658778711,10641.326564889443,14591.16805823815,5059.843744489049,0.0,0.0
186,79006.43129885699,12628.176426587679,16691.762170160295,7403.353190502212,0.0,0.0
187,77907.77111828313,17344.012772490074,11347.347570328286,8453.1808350304,0.0,0.0
