name,typ,zone,netcap,eGRID_Name,DOE,LAT,LON,FIPSCNTY,CNTYNAME,CO2rate(lbs/MWh),NOXrate(lbs/MWh),SO2rate(lbs/MWh),CO2Tax($/MWh),NOXTax($/MWh),SO2Tax($/MWh),PMTax($/MWh),NOX_lbs_MD ($/lb),SO2_lbs_MD ($/lb),PM_MD_KWH ($/MWh)
LEBECS_2_UNITS,ngcc,SCE,799.47,Pastoria Energy Facility,55656,34.9556,-118.844,29,Kern,851.502,0.045,0.004,18.29964446,0.2552625,0.024496,1.414905,5.6725,6.124,1.414905
LECEF_1_UNITS,ngct,PGE_bay,294,Los Esteros Critical Energy Facility,55748,37.425,-121.9319,85,Santa Clara,998.641,0.05,0.005,21.4618113,0.564075,0.1525175,4.547334,11.2815,30.5035,4.547334
LGHTHP_6_ICEGEN,ngct,SCE,48,Carson Cogeneration Company,10169,33.8759,-118.2491,37,Los Angeles,1081.572,5.74304,0.0054619,23.24408288,255.4016034,0.462459073,12.63779,44.4715,84.67,12.63779
LMBEPK_2_UNITA1,ngct,PGE_valley,48,Lambie Energy Center,55626,38.221577,-121.868333,95,Solano,1449.06,0.239,0.008,31.14177395,2.634019,0.205816,4.476259,11.021,25.727,4.476259
LMBEPK_2_UNITA2,ngct,PGE_bay,48,Creed Energy Center,55625,38.242158,-121.854722,95,Solano,1528.05,0.248,0.008,32.83934943,2.733208,0.205816,4.476259,11.021,25.727,4.476259
LMBEPK_2_UNITA3,ngct,PGE_bay,48,Goose Haven Energy Center,55627,38.226752,-121.843271,95,Solano,1440.3,0.246,0.008,30.95351263,2.711166,0.205816,4.476259,11.021,25.727,4.476259
LMEC_1_PL1X3,ngcc,PGE_bay,561.29,"Los Medanos Energy Center, LLC",55217,38.030071,-121.873004,13,Contra Costa,786.743,0.047,0.004,16.90790765,0.6992895,0.142656,7.069397,14.8785,35.664,7.069397
LODI25_2_UNIT1,ngct,PGE_valley,25.3,Lodi,7451,38.146571,-121.300541,77,San Joaquin,1881.77,4.958,0.051,40.44115217,61.144535,1.2335625,3.378912,12.3325,24.1875,3.378912
LODIEC_2_PL1X2,ngcc,PGE_valley,302.58,Lodi Energy Center,57978,38.088056,-121.3875,77,San Joaquin,843.476,0.042,0.004,18.12715755,0.517965,0.09675,3.38229,12.3325,24.1875,3.38229
MALAGA_1_PL1X2,ngcc,PGE_valley,96,Malaga Power,56239,36.6697,-119.7404,19,Fresno,1250.12,0.168,0.007,26.86635091,0.935676,0.1006425,1.258577,5.5695,14.3775,1.258577
METEC_2_PL1X3,ngcc,PGE_bay,593.16,Metcalf Energy Center,55393,37.2207,-121.7457,85,Santa Clara,872.505,0.055,0.004,18.7510203,0.6204825,0.122014,4.547334,11.2815,30.5035,4.547334
MIDSET_1_UNIT1,ngct,PGE_valley,52.9,Mid-Set Cogeneration,10501,35.19456,-119.57097,29,Kern,1059.5,2.8,0,22.76973314,15.883,0,1.413492,5.6725,6.124,1.413492
MIRLOM_6_DELGEN,ngct,SCE,50.05,"Corona Energy Partners, Ltd",10635,33.8827,-117.5565,65,Riverside,1169,3.2,0,25.12299956,31.7376,0,2.937772,9.918,34.979,2.937772
MIRLOM_6_PEAKER,ngct,SCE,46,Mira Loma Generating Station,56473,34.0053,-117.5604,71,San Bernardino,1209.56,0.148,0.006,25.99467524,0.912124,0.045555,1.339397,6.163,7.5925,1.339397
MKTRCK_1_UNIT1,ngct,PGE_valley,47.49,McKittrick Limited,50612,35.319503,-119.661992,29,Kern,732.773,10.573,0.003,15.74803743,59.9753425,0.018372,1.413492,5.6725,6.124,1.413492
MNDALY_6_MCGRTH,ngct,SCE,47.2,McGrath Generating Station,56471,34.205556,-119.246944,111,Ventura,1192.46,0.116,0.006,25.62717883,0.75951,0.111879,2.061651,6.5475,18.6465,2.061651
MNDALY_7_UNIT1,ngst,SCE,215,Mandalay Generating Station,345,34.2067,-119.2511,111,Ventura,1340.667,0.0311381,0.0067688,28.81229808,0.20387671,0.126214429,2.061651,6.5475,18.6465,2.061651
MNDALY_7_UNIT2,ngst,SCE,215.29,Mandalay Generating Station,345,34.2067,-119.2511,111,Ventura,1306.09,0.0360369,0.0065946,28.06920316,0.235951603,0.122966209,2.061651,6.5475,18.6465,2.061651
MNDALY_7_UNIT3,ngct,SCE,130,Mandalay Generating Station,345,34.2067,-119.2511,111,Ventura,1323.3785,0.0335875,0.0066817,28.44075062,0.219914156,0.124590319,2.061651,6.5475,18.6465,2.061651
MOSSLD_2_PSP1,ngcc,PGE_valley,510,Moss Landing,260,36.804837,-121.782241,53,Monterey,821.061,0.06,0.004,17.64543639,0.275697,0.0505,0.3967329,4.59495,12.625,0.3967329
MOSSLD_7_UNIT6,ngst,PGE_valley,754,Moss Landing,260,36.804837,-121.782241,53,Monterey,821.061,0.06,0.004,17.64543639,0.275697,0.0505,0.3967329,4.59495,12.625,0.3967329
MOSSLD_7_UNIT7,ngst,PGE_valley,755,Moss Landing,260,36.804837,-121.782241,53,Monterey,821.061,0.06,0.004,17.64543639,0.275697,0.0505,0.3967329,4.59495,12.625,0.3967329
MRCHNT_2_PL1X3,ngcc,SCE,494.58,Desert Star Energy Center,55077,35.788889,-114.994167,3,Clark,904.993,0.099,0.005,19.44922048,0.42437835,0.032175,1.154932,4.28665,6.435,1.154932
MRGT_6_MMAREF,ngct,SDGE,48,Miramar Energy Facility,56232,32.8769,-117.166389,73,San Diego,1200.2,0.191,0.006,25.79351931,2.630452,0.254499,4.557959,13.772,42.4165,4.557959
NIMTG_6_NIQF,ngct,SDGE,42.7,North Island,10812,32.70516,-117.189665,73,San Diego,1188.83,3.111,0.033,25.54916644,42.844692,1.3997445,4.557959,13.772,42.4165,4.557959
OAK_C_7_UNIT_1,oil,PGE_bay,55,Dynegy Oakland Power Plant,6211,37.79675,-122.28185,1,Alameda,2709.68,15.234,0.009,58.23378054,174.4293,0.2507085,4.983456,11.45,27.8565,4.983456
OAK_C_7_UNIT_2,oil,PGE_bay,55,Dynegy Oakland Power Plant,6211,37.79675,-122.28185,1,Alameda,2709.68,15.234,0.009,58.23378054,174.4293,0.2507085,4.983456,11.45,27.8565,4.983456
OAK_C_7_UNIT_3,oil,PGE_bay,55,Dynegy Oakland Power Plant,6211,37.79675,-122.28185,1,Alameda,2709.68,15.234,0.009,58.23378054,174.4293,0.2507085,4.983456,11.45,27.8565,4.983456
OGROVE_6_PL1X2,ngct,SDGE,96,Orange Grove Project,56914,33.3594,-117.1114,73,San Diego,1324.64,0.126,0.007,28.46786154,1.735272,0.2969155,4.557959,13.772,42.4165,4.557959
OILDAL_1_UNIT1,ngct,PGE_valley,40,Oroville Cogeneration LP,54477,39.492,-121.5628,7,Butte,642.209,14.772,0.018,13.80172491,41.8357812,0.15813,0.7672092,2.8321,8.785,0.7672092
OMAR_2_UNIT1,ngct,SCE,78,Kern River Cogeneration,10496,35.4515,-118.9849,29,Kern,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,5.6725,6.124,1.413492
OMAR_2_UNIT2,ngct,SCE,78.11,Kern River Cogeneration,10496,35.4515,-118.9849,29,Kern,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,5.6725,6.124,1.413492
OMAR_2_UNIT3,ngct,SCE,81.41,Kern River Cogeneration,10496,35.4515,-118.9849,29,Kern,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,5.6725,6.124,1.413492
OMAR_2_UNIT4,ngct,SCE,81.44,Kern River Cogeneration,10496,35.4515,-118.9849,29,Kern,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,5.6725,6.124,1.413492
ORMOND_7_UNIT1,ngst,SCE,741.27,Ormond Beach Generating Station,350,34.1292,-119.1689,111,Ventura,1386.52,0.09,0.007,29.79772571,0.589275,0.1305255,2.061651,6.5475,18.6465,2.061651
ORMOND_7_UNIT2,ngst,SCE,775,Ormond Beach Generating Station,350,34.1292,-119.1689,111,Ventura,1386.52,0.09,0.007,29.79772571,0.589275,0.1305255,2.061651,6.5475,18.6465,2.061651
OROVIL_6_UNIT,ngct,PGE_valley,7.5,Oroville Cogeneration LP,54477,39.492,-121.5628,7,Butte,642.209,14.772,0.018,13.80172491,41.8357812,0.15813,0.7672092,2.8321,8.785,0.7672092
OTAY_6_PL1X2,ngct,SDGE,35.5,Chula Vista Energy Center,55540,32.591667,-117.058611,73,San Diego,2319.94,0.274,0.013,49.85787135,3.773528,0.5514145,4.557959,13.772,42.4165,4.557959
OTMESA_2_PL1X3,ngcc,SDGE,603.68,"Otay Mesa Energy Center, LLC",55345,32.581481,-116.914969,73,San Diego,899.2,0.074,0.005,19.32472302,1.019128,0.2120825,4.557959,13.772,42.4165,4.557959
PALOMR_2_PL1X3,ngcc,SDGE,575,Palomar Energy Center,55985,33.1197,-117.117778,73,San Diego,859.439,0.047,0.004,18.47021867,0.647284,0.169666,4.557959,13.772,42.4165,4.557959
PIOPIC_2_CTG1,ngct,SDGE,106,Pio Pico Energy Center LLC,57555,32.573889,-116.917777,73,San Diego,1182.32,0.125,0.006,25.40925992,1.7215,0.254499,4.557959,13.772,42.4165,4.557959
PIOPIC_2_CTG2,ngct,SDGE,106,Pio Pico Energy Center LLC,57555,32.573889,-116.917777,73,San Diego,1182.32,0.125,0.006,25.40925992,1.7215,0.254499,4.557959,13.772,42.4165,4.557959
PIOPIC_2_CTG3,ngct,SDGE,106,Pio Pico Energy Center LLC,57555,32.573889,-116.917777,73,San Diego,1182.32,0.125,0.006,25.40925992,1.7215,0.254499,4.557959,13.772,42.4165,4.557959
PITTSP_7_UNIT_5,ngst,PGE_bay,312,Pittsburg Generating Station (CA),271,,,,,1680.2,0.2,0,36.10920775,2.9757,0,7.069397,14.8785,35.664,7.069397
PITTSP_7_UNIT_6,ngst,PGE_bay,317,Pittsburg Generating Station (CA),271,,,,,1680.2,0.2,0,36.10920775,2.9757,0,7.069397,14.8785,35.664,7.069397
PITTSP_7_UNIT_7,ngst,PGE_bay,530,Pittsburg Generating Station (CA),271,,,,,1680.2,0.2,0,36.10920775,2.9757,0,7.069397,14.8785,35.664,7.069397
PLMSSR_6_HISIER,ngct,PGE_valley,6,High Sierra Cogeneration Plant,57977,40.4128,-120.4774,35,Lassen,734.865,16.653,0.02,15.79299664,82.5722352,0.17085,0.8178269,4.9584,8.5425,0.8178269
PNCHEG_2_PL1X4,ngct,PGE_valley,401,Panoche Energy Center,56803,36.6514,-120.5833,19,Fresno,1112.41,0.103,0.006,23.90682288,0.5736585,0.086265,1.258577,5.5695,14.3775,1.258577
PNCHPP_1_PL1X2,ngct,PGE_valley,119.91,Midway Peaking,56639,36.654114,-120.579727,19,Fresno,1348.99,0.212,0.007,28.99116782,1.180734,0.1006425,1.258577,5.5695,14.3775,1.258577
PNOCHE_1_UNITA1,ngct,PGE_valley,52.01,CalPeak Power - Panoche,55508,36.6535,-120.5783,19,Fresno,714.632,0.064,0.004,15.35816888,0.356448,0.05751,1.258577,5.5695,14.3775,1.258577
PTLOMA_6_NTCQF,ngct,SDGE,22.3,NTC/MCRD Energy Facility,10810,32.7353,-117.2083,73,San Diego,1218.88,3.19,0.033,26.19497152,43.93268,1.3997445,4.553406,13.772,42.4165,4.553406
REDBLF_6_UNIT,ngct,PGE_valley,44,Red Bluff,56184,40.1501,-122.2124,103,Tehama,1207.21,28.027,0.033,25.94417134,70.768175,0.22803,0.5143398,2.525,6.91,0.5143398
REDOND_7_UNIT5,ngst,SCE,178.87,AES Redondo Beach,356,33.8504,-118.395,37,Los Angeles,1557.28,0.089,0.008,33.46753187,3.9579635,0.67736,12.63779,44.4715,84.67,12.63779
REDOND_7_UNIT6,ngst,SCE,175,AES Redondo Beach,356,33.8504,-118.395,37,Los Angeles,1557.28,0.089,0.008,33.46753187,3.9579635,0.67736,12.63779,44.4715,84.67,12.63779
REDOND_7_UNIT7,ngst,SCE,505.96,AES Redondo Beach,356,33.8504,-118.395,37,Los Angeles,1557.28,0.089,0.008,33.46753187,3.9579635,0.67736,12.63779,44.4715,84.67,12.63779
REDOND_7_UNIT8,ngst,SCE,495.9,AES Redondo Beach,356,33.8504,-118.395,37,Los Angeles,1557.28,0.089,0.008,33.46753187,3.9579635,0.67736,12.63779,44.4715,84.67,12.63779
RUSCTY_2_UNITS,ngcc,PGE_bay,620,Russell City Energy Company LLC,56467,37.63466,-122.13381,1,Alameda,870.829,0.055,0.004,18.71500136,0.62975,0.111426,4.988439,11.45,27.8565,4.988439
RVRVEW_1_UNITA1,ngct,PGE_bay,48.7,Riverview Energy Center,55963,38.014423,-121.790679,13,Contra Costa,1372.37,0.222,0.007,29.49362781,3.303027,0.249648,7.069397,14.8785,35.664,7.069397
RVSIDE_2_RERCU3,ngct,SCE,49,Riverside Energy Resource Center,56143,33.9636,-117.4528,65,Riverside,1295.24,0.112,0.007,27.83602562,1.110816,0.244853,2.940709,9.918,34.979,2.940709
RVSIDE_2_RERCU4,ngct,SCE,49,Riverside Energy Resource Center,56143,33.9636,-117.4528,65,Riverside,1295.24,0.112,0.007,27.83602562,1.110816,0.244853,2.940709,9.918,34.979,2.940709
RVSIDE_6_RERCU1,ngct,SCE,48.35,Riverside Energy Resource Center,56143,33.9636,-117.4528,65,Riverside,1295.24,0.112,0.007,27.83602562,1.110816,0.244853,2.940709,9.918,34.979,2.940709
RVSIDE_6_RERCU2,ngct,SCE,48.5,Riverside Energy Resource Center,56143,33.9636,-117.4528,65,Riverside,1295.24,0.112,0.007,27.83602562,1.110816,0.244853,2.940709,9.918,34.979,2.940709
RVSIDE_6_SPRING,ngct,SCE,36,Springs Generating Station,56144,33.9308,-117.2933,65,Riverside,1641.22,4.318,0.045,35.27148789,42.825924,1.574055,2.937772,9.918,34.979,2.937772
SALIRV_2_UNIT,ngct,PGE_valley,57,Salinas River Cogeneration Facility,50865,35.9515,-120.8679,53,Monterey,776.557,0.065,0.004,16.68900015,0.29867175,0.0505,1.018351,4.59495,12.625,1.018351
SAMPSN_6_KELCO1,ngct,SDGE,25,C P Kelco San Diego Plant,52147,32.6947,-117.1436,73,San Diego,658.665,1.768,0.018,14.1553811,24.348896,0.763497,4.553406,13.772,42.4165,4.553406
SARGNT_2_UNIT,ngct,PGE_valley,57.1,Sargent Canyon Cogen Facility,50864,35.9359,-120.8408,53,Monterey,1062.1,0.1,0,22.82560978,0.459495,0,1.018351,4.59495,12.625,1.018351
SAUGUS_6_PTCHGN,ngcc,SCE,29.8,Pitchess Cogen Station,10478,34.463896,-118.593991,37,Los Angeles,1130.1,2.994,0.031,24.28699898,133.147671,2.62477,12.62517,44.4715,84.67,12.62517
SBERDO_2_PSP3,ngcc,SCE,525,Mountainview Generating Station,358,34.0818,-117.2418,71,San Bernardino,864.292,0.092,0.004,18.57451457,0.566996,0.03037,1.339397,6.163,7.5925,1.339397
SBERDO_2_PSP4,ngcc,SCE,525,Mountainview Generating Station,358,34.0818,-117.2418,71,San Bernardino,864.292,0.092,0.004,18.57451457,0.566996,0.03037,1.339397,6.163,7.5925,1.339397
SCHLTE_1_PL1X3,ngcc,PGE_valley,332.28,Tracy Combined Cycle Power Plant,55933,37.7107,-121.4906,77,San Joaquin,985.874,0.076,0.005,21.18743547,0.93727,0.1209375,3.38229,12.3325,24.1875,3.38229
SENTNL_2_CTG1,ngct,SCE,92.09,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SENTNL_2_CTG2,ngct,SCE,92.4,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SENTNL_2_CTG3,ngct,SCE,92.36,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SENTNL_2_CTG4,ngct,SCE,91.98,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SENTNL_2_CTG5,ngct,SCE,91.83,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SENTNL_2_CTG6,ngct,SCE,92.16,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SENTNL_2_CTG7,ngct,SCE,91.84,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SENTNL_2_CTG8,ngct,SCE,91.56,"Sentinel Energy Center, LLC",57482,33.934167,-116.571388,65,Riverside,1218.58,0.106,0.006,26.18852421,1.051308,0.209874,2.940709,9.918,34.979,2.940709
SGREGY_6_SANGER,ngct,PGE_valley,48.3,Algonquin Power Sanger,57564,36.6842,-119.5522,19,Fresno,852.395,0.11,0.004,18.31883594,0.612645,0.05751,1.258577,5.5695,14.3775,1.258577
SHELRF_1_UNITS,ngcc,PGE_bay,100,Martinez Refining,54912,38.0169,-122.1117,13,Contra Costa,716.905,1.437,0.016,15.40701796,21.3804045,0.570624,7.062336,14.8785,35.664,7.062336
SIERRA_1_UNITS,ngct,PGE_valley,52.43,High Sierra Limited,50495,35.509041,-119.030546,29,Kern,1072.78,2.824,0.029,23.05513385,16.01914,0.177596,1.413492,5.6725,6.124,1.413492
SMPRIP_1_SMPSON,ngct,PGE_valley,46.05,Ripon Generation Station,56135,37.7315,-121.116,77,San Joaquin,1361.41,0.121,0.006,29.25808626,1.4922325,0.145125,3.38229,12.3325,24.1875,3.38229
SNCLRA_2_HOWLNG,ngct,SCE,13,Houweling Nurseries,58432,34.179722,-119.083056,111,Ventura,1081.15,24.784,0.03,23.23501367,162.27324,0.559395,2.059592,6.5475,18.6465,2.059592
SNCLRA_6_OXGEN,ngct,SCE,48.9,E F Oxnard Energy Facility,10776,34.1958,-119.1664,111,Ventura,884.147,2.348,0.024,19.00121873,15.37353,0.447516,2.059592,6.5475,18.6465,2.059592
SRINTL_6_UNIT,ngct,PGE_bay,6.9,SRI International Cogen Project,50537,37.455314,-122.172797,81,San Mateo,696.762,1.844,0.019,14.9741244,15.283994,0.4126325,3.549797,8.2885,21.7175,3.549797
STIGCT_2_LODI,ngct,PGE_valley,49.9,Lodi Energy Center,57978,38.088056,-121.3875,77,San Joaquin,843.476,0.042,0.004,18.12715755,0.517965,0.09675,3.38229,12.3325,24.1875,3.38229
SUNRIS_2_PL1X3,ngcc,PGE_valley,586.02,Sunrise Power Company,55182,35.2097,-119.585,29,Kern,831.816,0.038,0.004,17.87657229,0.215555,0.024496,1.414905,5.6725,6.124,1.414905
SUNSET_2_UNITS,ngct,PGE_valley,248,Midway Sunset Cogen,52169,35.2269,-119.6294,29,Kern,598.754,1.584,0.016,12.86783275,8.98524,0.097984,1.413492,5.6725,6.124,1.413492
SYCAMR_2_UNIT1,ngct,SCE,85,Sycamore Cogeneration,50134,35.452577,-118.985313,29,Kern,701.62,1.865,0.019,15.07852776,10.5792125,0.116356,1.413492,5.6725,6.124,1.413492
SYCAMR_2_UNIT2,ngct,SCE,85,Sycamore Cogeneration,50134,35.452577,-118.985313,29,Kern,701.62,1.865,0.019,15.07852776,10.5792125,0.116356,1.413492,5.6725,6.124,1.413492
SYCAMR_2_UNIT3,ngct,SCE,85,Sycamore Cogeneration,50134,35.452577,-118.985313,29,Kern,701.62,1.865,0.019,15.07852776,10.5792125,0.116356,1.413492,5.6725,6.124,1.413492
SYCAMR_2_UNIT4,ngct,SCE,85,Sycamore Cogeneration,50134,35.452577,-118.985313,29,Kern,701.62,1.865,0.019,15.07852776,10.5792125,0.116356,1.413492,5.6725,6.124,1.413492
TANHIL_6_SOLART,ngct,PGE_valley,17,Berry Cogen Tanne Hills 18,50622,35.089829,-119.440881,29,Kern,763.162,2.019,0.021,16.40112797,11.4527775,0.128604,1.413492,5.6725,6.124,1.413492
TENGEN_2_PL1X2,ngct,SCE,40.2,Berry Placerita Cogen,52096,34.38407,-118.494882,37,Los Angeles,655.058,1.733,0.018,14.077863,77.0691095,1.52406,12.62517,44.4715,84.67,12.62517
TIDWTR_2_UNITS,ngcc,PGE_bay,114.8,Foster Wheeler Martinez,10342,38.0244,-122.0589,13,Contra Costa,692.907,1.825,0.019,14.89127652,27.1532625,0.677616,7.062336,14.8785,35.664,7.062336
TXMCKT_6_UNIT,ngct,PGE_valley,11.2,McKittrick Cogen,52076,35.3161,-119.6597,29,Kern,1345.45,3.559,0.037,28.91508962,20.1884275,0.226588,1.413492,5.6725,6.124,1.413492
UNOCAL_1_UNITS,ngct,PGE_bay,57.3,Phillips 66 Rodeo Refinery,50119,38.0417,-122.2583,13,Contra Costa,625.391,0.806,0.002,13.44028898,11.992071,0.071328,7.062336,14.8785,35.664,7.062336
UNVRSY_1_UNIT1,ngct,PGE_valley,38,Berry Cogen,50170,35.093046,-119.443617,29,Kern,634.85,1.68,0.017,13.64357252,9.5298,0.104108,1.413492,5.6725,6.124,1.413492
VACADX_1_UNITA1,ngct,PGE_valley,50.61,CalPeak Power - Vaca Dixon,55499,38.398867,-121.923973,95,Solano,1264.6,0.111,0.007,27.17754084,1.223331,0.180089,4.476259,11.021,25.727,4.476259
VERNON_6_GONZL1,ngct,SCE,5.75,H. Gonzales,56039,33.9986,-118.2219,37,Los Angeles,1612.6,4.269,0.044,34.65641496,189.8488335,3.72548,12.62517,44.4715,84.67,12.62517
VERNON_6_GONZL2,ngct,SCE,5.75,H. Gonzales,56039,33.9986,-118.2219,37,Los Angeles,1612.6,4.269,0.044,34.65641496,189.8488335,3.72548,12.62517,44.4715,84.67,12.62517
VERNON_6_MALBRG,ngcc,SCE,134,Malburg Generating Station,56041,33.9986,-118.2219,37,Los Angeles,985.457,0.066,0.005,21.17847372,2.935119,0.42335,12.63779,44.4715,84.67,12.63779
VESTAL_2_WELLHD,ngct,SCE,49,"Delano Energy Center, LLC",58122,35.790864,-119.294469,107,Tulare,1446.86,0.114,0.007,31.09449371,0.4185624,0.03432205,0.7742778,3.6716,4.90315,0.7742778
WALCRK_2_CTG1,ngct,SCE,96.43,Walnut Creek Energy Park,57515,34.008709,-117.944864,37,Los Angeles,1170.93,0.11,0.006,25.16447723,4.891865,0.50802,12.63779,44.4715,84.67,12.63779
WALCRK_2_CTG2,ngct,SCE,96.91,Walnut Creek Energy Park,57515,34.008709,-117.944864,37,Los Angeles,1170.93,0.11,0.006,25.16447723,4.891865,0.50802,12.63779,44.4715,84.67,12.63779
WALCRK_2_CTG3,ngct,SCE,96.65,Walnut Creek Energy Park,57515,34.008709,-117.944864,37,Los Angeles,1170.93,0.11,0.006,25.16447723,4.891865,0.50802,12.63779,44.4715,84.67,12.63779
WALCRK_2_CTG4,ngct,SCE,96.49,Walnut Creek Energy Park,57515,34.008709,-117.944864,37,Los Angeles,1170.93,0.11,0.006,25.16447723,4.891865,0.50802,12.63779,44.4715,84.67,12.63779
WALCRK_2_CTG5,ngct,SCE,96.65,Walnut Creek Energy Park,57515,34.008709,-117.944864,37,Los Angeles,1170.93,0.11,0.006,25.16447723,4.891865,0.50802,12.63779,44.4715,84.67,12.63779
WOLFSK_1_UNITA1,ngct,PGE_valley,46.9,Wolfskill Energy Center,55855,38.228522,-122.07525,95,Solano,1429.55,0.196,0.006,30.72248419,2.160116,0.154362,4.476259,11.021,25.727,4.476259
YUBACT_1_SUNSWT,ngct,PGE_valley,49.97,Yuba City Cogen Partners,52186,39.13667,-121.639846,101,Sutter,883.181,2.428,0.024,18.98045841,9.5680196,0.269028,1.17131,3.9407,11.2095,1.17131
YUBACT_6_UNITA1,ngct,PGE_valley,46,Yuba City Energy Center,10349,39.1365,-121.6397,101,Sutter,143.2,0.102,0.001,3.077513719,0.4019514,0.0112095,1.172481,3.9407,11.2095,1.172481
